address,area,rooms,criteria,price
"Danziger Straße 128, Prenzlauer Berg (Prenzlauer Berg), Berlin",89 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+1']",519.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin",109 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",627.500 €
"Pankow (Pankow), Berlin",61 m²,2 Zi.2,"['Einbauküche', 'Garten', 'Keller']",329.000 €
"Stendaler Straße 10, Tiergarten (Tiergarten), Berlin","66,3 m²",2 Zi.2,"['Provisionsfrei*', 'Keller']",319.900 €
"Schmargendorf (Wilmersdorf), Berlin","75,37 m²",2 Zi.2,['Provisionsfrei*'],239.000 €
"Charlottenburg (Charlottenburg), Berlin","64,5 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",249.000 €
"Berner Straße 33, Lichterfelde (Steglitz), Berlin","107,84 m²",4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",460.000 €
"Charlottenburg (Charlottenburg), Berlin","130,6 m²",3 Zi.3,,850.000 €
"Rheinsberger Straße 36, Mitte (Mitte), Berlin",80 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",580.000 €
"Kurfürstendamm 155b, Wilmersdorf (Wilmersdorf), Berlin","44,21 m²","1,5 Zi.1,5",['Aufzug'],255.000 €
"Köpenick (Köpenick), Berlin","163,54 m²",5 Zi.5,"['Balkon/Terrasse', 'Einbauküche', 'Gäste-WC']",613.275 €
"Köpenick (Köpenick), Berlin","45,72 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",198.000 €
"Köpenick (Köpenick), Berlin",111 m²,"3,5 Zi.3,5",,419.900 €
"Köpenick (Köpenick), Berlin","51,38 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",198.500 €
"Köpenick (Köpenick), Berlin","46,76 m²",2 Zi.2,"['Balkon/Terrasse', 'Garten', 'Keller']",177.688 €
"Mitte (Mitte), Berlin","61,87 m²",2 Zi.2,"['Balkon/Terrasse', 'Aufzug']",475.000 €
"Wilmersdorf (Wilmersdorf), Berlin",210 m²,5 Zi.5,"['Balkon/Terrasse', 'Aufzug']",1.450.000 €
"Steglitz (Steglitz), Berlin",60 m²,"2,5 Zi.2,5",,295.000 €
"Spandau (Spandau), Berlin",210 m²,6 Zi.6,,595.000 €
"Steglitz (Steglitz), Berlin","45,82 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",278.000 €
"Wedding (Wedding), Berlin","34,83 m²",2 Zi.2,"['Einbauküche', 'Keller']",149.000 €
"Neue Hochstraße 3, Wedding (Wedding), Berlin",57 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller', 'Aufzug']",359.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin","95,56 m²",3 Zi.3,['Balkon/Terrasse'],648.000 €
"Charlottenburg (Charlottenburg), Berlin","124,66 m²",6 Zi.6,['Balkon/Terrasse'],850.000 €
"Britz (Neukölln), Berlin","77,87 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse']",233.000 €
"Charlottenburg (Charlottenburg), Berlin",180 m²,3 Zi.3,"['Balkon/Terrasse', 'Keller', 'Gäste-WC', '+1']",630.000 €
"Friedrichsfelde (Lichtenberg), Berlin","46,39 m²","1,5 Zi.1,5","['Provisionsfrei*', 'Einbauküche']",150.000 €
"Schustehrusstraße 16, Charlottenburg (Charlottenburg), Berlin","47,7 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",275.000 €
"Kommandantenstr. 70, Kreuzberg (Kreuzberg), Berlin",85 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+4']",630.000 €
"Kufsteiner Straße 7, Schöneberg (Schöneberg), Berlin",165 m²,5 Zi.5,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",1.185.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin","70,00 - 135,00 m²",n. V.,,325.000 - 1.499.996 €
"Wedding (Wedding), Berlin",38 m²,1 Zi.1,['Keller'],150.000 €
"Niederschönhausen (Pankow), Berlin",65 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",250.000 €
"Schmargendorf (Wilmersdorf), Berlin","59,8 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",350.000 €
"Taunusstraße 29, Friedenau (Schöneberg), Berlin","131,65 m²",5 Zi.5,"['Balkon/Terrasse', 'Keller']",649.000 €
"Köpenick (Köpenick), Berlin","57,5 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+3']","171.752,50 €"
"Nikolassee (Zehlendorf), Berlin","98,41 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",700.000 €
"Brandenburgische Straße 53, Wilmersdorf (Wilmersdorf), Berlin","40,00 - 150,00 m²",Sommer 2019,,174.690 - 1.181.558 €
"Winckelmannstrasse 7a, Johannisthal (Treptow), Berlin","76,14 - 110,00 m²",Frühjahr 2020,,335.000 - 505.000 €
"Alt-Hohenschönhausen (Hohenschönhausen), Berlin","49,00 - 124,00 m²",Winter 2021,,260.000 - 710.000 €
"Reinickendorf (Reinickendorf), Berlin","52,00 - 117,00 m²",ca. April / Mai 2021,,245.000 - 590.000 €
"Neue Hochstraße 3, Wedding (Wedding), Berlin",57 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller', 'Aufzug']",359.000 €
"Neue Hochstraße 3, Wedding (Wedding), Berlin",134 m²,4 Zi.4,"['Balkon/Terrasse', 'Keller', 'Gäste-WC', '+1']",834.500 €
"Neue Hochstraße 3, Wedding (Wedding), Berlin",114 m²,4 Zi.4,"['Balkon/Terrasse', 'Garten', 'Keller', '+1']",840.000 €
"Friedenau (Schöneberg), Berlin","86,2 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",379.000 €
"Schöneberg (Schöneberg), Berlin",170 m²,5 Zi.5,"['Balkon/Terrasse', 'Keller', 'Aufzug']",679.000 €
"Kantstr. 63, Charlottenburg (Charlottenburg), Berlin","108,15 m²",4 Zi.4,['Keller'],419.000 €
"Franklinstr. 21, Charlottenburg (Charlottenburg), Berlin",33 m²,1 Zi.1,,175.000 €
"Neukölln (Neukölln), Berlin",35 m²,1 Zi.1,['Keller'],116.000 €
"Neukölln (Neukölln), Berlin",42 m²,2 Zi.2,['Keller'],139.000 €
"Neukölln (Neukölln), Berlin",37 m²,1 Zi.1,,122.000 €
"Wedding (Wedding), Berlin","76,2 m²",3 Zi.3,"['Balkon/Terrasse', 'Gäste-WC']",328.000 €
"Wedding (Wedding), Berlin","54,44 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",239.000 €
"Fontanestraße 11, Oberschöneweide (Köpenick), Berlin",78 m²,3 Zi.3,"['Einbauküche', 'Keller']",229.000 €
"Neukölln (Neukölln), Berlin",59 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller']",195.000 €
"Wedding (Wedding), Berlin","42,45 m²",1 Zi.1,['Stufenlos'],183.000 €
"Neukölln (Neukölln), Berlin",34 m²,1 Zi.1,"['Einbauküche', 'Keller']",199.000 €
"Johannisthal (Treptow), Berlin",45 m²,1 Zi.1,['Keller'],100.500 €
"Charlottenburg (Charlottenburg), Berlin",42 m²,2 Zi.2,"['Einbauküche', 'Keller', 'Aufzug']",239.000 €
"Wedding (Wedding), Berlin",231 m²,7 Zi.7,"['Balkon/Terrasse', 'Einbauküche', 'Gäste-WC', '+1']",1.250.000 €
"Reinickendorf (Reinickendorf), Berlin",63 m²,3 Zi.3,['Balkon/Terrasse'],230.000 €
"Charlottenburg (Charlottenburg), Berlin",39 m²,2 Zi.2,"['Einbauküche', 'Keller', 'Aufzug']",270.000 €
"Buch (Pankow), Berlin",70 m²,3 Zi.3,['Einbauküche'],185.000 €
"Wittenau (Reinickendorf), Berlin",56 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten']",190.000 €
"Reinickendorf (Reinickendorf), Berlin",63 m²,3 Zi.3,"['Balkon/Terrasse', 'Keller']",225.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin",46 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",310.000 €
"Wühlischstraße 58, Friedrichshain (Friedrichshain), Berlin",183 m²,5 Zi.5,"['Provisionsfrei*', 'Balkon/Terrasse', 'Garten', '+2']",900.000 €
"Schöneberg (Schöneberg), Berlin",126 m²,3 Zi.3,"['Einbauküche', 'Keller']",699.000 €
"Friedrichshain (Friedrichshain), Berlin","67,42 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",425.000 €
"Charlottenburg (Charlottenburg), Berlin","49,73 m²","2,5 Zi.2,5",['Einbauküche'],240.000 €
"Charlottenburg (Charlottenburg), Berlin",53 m²,2 Zi.2,['Keller'],298.000 €
"Rosenthal (Pankow), Berlin","62,7 m²",2 Zi.2,['Balkon/Terrasse'],245.000 €
"Charlottenburg (Charlottenburg), Berlin","77,58 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",310.320 €
"Friedrichshain (Friedrichshain), Berlin","64,08 m²",2 Zi.2,"['Balkon/Terrasse', 'Aufzug']",256.000 €
"Friedenau (Schöneberg), Berlin","106,55 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller', 'Gäste-WC']",420.000 €
"Zehlendorf (Zehlendorf), Berlin","144,54 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",980.000 €
"Französisch Buchholz (Pankow), Berlin","45,1 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller', 'Aufzug']",149.000 €
"Steglitz (Steglitz), Berlin","83,67 m²","3,5 Zi.3,5","['Balkon/Terrasse', 'Keller']",325.000 €
"Karolinenstr. 1!, Tegel (Reinickendorf), Berlin","62,21 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",179.000 €
"Schöneberg (Schöneberg), Berlin","78,4 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",395.000 €
"Friedenau (Schöneberg), Berlin","49,79 m²",1 Zi.1,['Balkon/Terrasse'],249.000 €
"Friedenau (Schöneberg), Berlin","49,79 m²",1 Zi.1,['Balkon/Terrasse'],249.000 €
"Tegel (Reinickendorf), Berlin",80 m²,2 Zi.2,,990.000 €
"Schönhauser Str. 18o, Steglitz (Steglitz), Berlin",94 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",449.000 €
"Spandau (Spandau), Berlin",40 m²,1 Zi.1,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",110.000 €
"Spandau (Spandau), Berlin",40 m²,1 Zi.1,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",110.000 €
"Friedenau (Schöneberg), Berlin","44,7 m²",1 Zi.1,['Keller'],185.000 €
"Ossietzkystrasse 9_u, Pankow (Pankow), Berlin","185,92 m²",6 Zi.6,"['Balkon/Terrasse', 'Keller', 'Aufzug']",939.000 €
"Schmargendorf (Wilmersdorf), Berlin","81,11 m²",3 Zi.3,"['Einbauküche', 'Keller', 'Aufzug']",349.500 €
"Charlottenburg (Charlottenburg), Berlin","62,97 m²",3 Zi.3,['Keller'],259.000 €
"Corinthstr. 43§, Friedrichshain (Friedrichshain), Berlin","96,61 m²",3 Zi.3,['Aufzug'],359.000 €
"Charlottenburg (Charlottenburg), Berlin","108,06 m²",3 Zi.3,['Keller'],302.568 €
"Pankow (Pankow), Berlin",55 m²,2 Zi.2,['Einbauküche'],220.000 €
"Nürnberger Straße 27=, Charlottenburg (Charlottenburg), Berlin",112 m²,3 Zi.3,['Balkon/Terrasse'],599.000 €
"Friedrichshain (Friedrichshain), Berlin","73,3 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Gäste-WC', '+1']",210.000 €
"Friedenau (Schöneberg), Berlin","65,15 m²",2 Zi.2,['Keller'],295.000 €
"Schnackenburgstr. 7_p, Friedenau (Schöneberg), Berlin","71,74 m²",3 Zi.3,['Garten'],349.000 €
"Schnackenburgstr. 7*, Friedenau (Schöneberg), Berlin","71,74 m²",3 Zi.3,['Garten'],349.000 €
"Alt-Moabit 73ai, Tiergarten (Tiergarten), Berlin","123,32 m²",5 Zi.5,"['Provisionsfrei*', 'Balkon/Terrasse']",516.815 €
"Wrangelstraße 10', Steglitz (Steglitz), Berlin","134,84 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",639.000 €
"Ossietzkystraße 9, Pankow (Pankow), Berlin",350 m²,6 Zi.6,['Aufzug'],849.000 €
"Alt-Moabit 73-, Tiergarten (Tiergarten), Berlin","144,58 m²",5 Zi.5,['Balkon/Terrasse'],669.000 €
"Alt-Moabit 73+, Tiergarten (Tiergarten), Berlin","144,58 m²",5 Zi.5,"['Provisionsfrei*', 'Balkon/Terrasse']",692.884 €
"Fregestraße 9´, Friedenau (Schöneberg), Berlin","56,4 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",299.317 €
"Trützschlerstraße 27, Johannisthal (Treptow), Berlin","82,35 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",284.100 €
"Kreuzberg (Kreuzberg), Berlin",36 m²,1 Zi.1,['Einbauküche'],210.000 €
"Herrenhausstraße 12, Johannisthal (Treptow), Berlin","74,65 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",293.000 €
"Lichterfelde (Steglitz), Berlin","139,59 m²",4 Zi.4,"['Balkon/Terrasse', 'Keller', 'Aufzug']",770.000 €
"Lichterfelde (Steglitz), Berlin","128,78 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller', 'Aufzug']",695.000 €
"Schönhauser Allee 110, Prenzlauer Berg (Prenzlauer Berg), Berlin",79 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",446.000 €
"Steglitz (Steglitz), Berlin",102 m²,4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",399.000 €
"Johannisthal (Treptow), Berlin",53 m²,2 Zi.2,,140.000 €
"Weißensee (Weißensee), Berlin",74 m²,3 Zi.3,['Balkon/Terrasse'],299.000 €
"Spandau (Spandau), Berlin",145 m²,5 Zi.5,"['Balkon/Terrasse', 'Einbauküche']",580.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin",35 m²,1 Zi.1,,209.000 €
"Mitte (Mitte), Berlin",80 m²,2 Zi.2,"['Einbauküche', 'Aufzug']",525.000 €
"Mitte (Mitte), Berlin","66,46 m²",3 Zi.3,['Keller'],276.000 €
"Herrenhausstraße 14, Johannisthal (Treptow), Berlin","81,77 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",343.400 €
"Weißensee (Weißensee), Berlin",51 m²,2 Zi.2,"['Einbauküche', 'Keller', 'Aufzug']",210.000 €
"Neukölln (Neukölln), Berlin",80 m²,3 Zi.3,['Balkon/Terrasse'],488.000 €
"Tiergarten (Tiergarten), Berlin",86 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",600.000 €
"Wilmersdorf (Wilmersdorf), Berlin",57 m²,3 Zi.3,['Keller'],200.000 €
"Mitte (Mitte), Berlin","53,6 m²",2 Zi.2,['Keller'],304.260 €
"Mainzer Straße 21, Friedrichshain (Friedrichshain), Berlin","131,24 m²","3,5 Zi.3,5","['Balkon/Terrasse', 'Garten', 'Gäste-WC']",799.000 €
"Mitte (Mitte), Berlin","31,62 m²",2 Zi.2,['Keller'],126.500 €
"Mitte (Mitte), Berlin","49,44 m²",2 Zi.2,['Keller'],192.816 €
"Sensburger Allee 30, Charlottenburg (Charlottenburg), Berlin","51,63 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",260.000 €
"Karl-Marx-Allee 140, Friedrichshain (Friedrichshain), Berlin","63,18 m²",2 Zi.2,,349.000 €
"Karl-Marx-Allee 134, Friedrichshain (Friedrichshain), Berlin","64,5 m²",2 Zi.2,,395.000 €
"Reinickendorf (Reinickendorf), Berlin",38 m²,1 Zi.1,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",119.000 €
"Friedrichshain (Friedrichshain), Berlin",202 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",1.450.000 €
"Steglitz (Steglitz), Berlin",47 m²,2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",185.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin",61 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller', 'Aufzug']",430.000 €
"Karlshorst (Lichtenberg), Berlin","72,66 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Stufenlos']",228.000 €
"Charlottenburg (Charlottenburg), Berlin",78 m²,4 Zi.4,['Gäste-WC'],269.000 €
"Pankow (Pankow), Berlin",65 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller']",330.000 €
"Charlottenburg (Charlottenburg), Berlin","42,38 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",149.000 €
"Tempelhof (Tempelhof), Berlin","43,9 m²",1 Zi.1,['Keller'],114.140 €
"Grünberger Str. 86, Friedrichshain (Friedrichshain), Berlin","45,72 m²",1 Zi.1,,185.000 €
"Goethestraße 46, Charlottenburg (Charlottenburg), Berlin","37,74 m²",1 Zi.1,"['Einbauküche', 'Keller']",226.000 €
"Brandenburgische Str. 33, Wilmersdorf (Wilmersdorf), Berlin",76 m²,3 Zi.3,"['Balkon/Terrasse', 'Keller', 'Aufzug', '+1']",513.900 €
"Johannisthal (Treptow), Berlin",58 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller']",159.000 €
"Heiligensee (Reinickendorf), Berlin",89 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Gäste-WC']",413.000 €
"Lichterfelde (Steglitz), Berlin",113 m²,3 Zi.3,,420.000 €
"Dahlem (Zehlendorf), Berlin",138 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",1.250.000 €
"Urbanstr. 51, Kreuzberg (Kreuzberg), Berlin",61 m²,2 Zi.2,"['Einbauküche', 'Keller']",315.000 €
"Charlottenburg (Charlottenburg), Berlin",56 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller']",229.900 €
"Fechnerstraße 3, Wilmersdorf (Wilmersdorf), Berlin","53,11 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",195.000 €
"Zehlendorf (Zehlendorf), Berlin",84 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche']",395.000 €
"Wilmersdorf (Wilmersdorf), Berlin","110,6 m²",2 Zi.2,"['Einbauküche', 'Keller', 'Aufzug']",555.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin",134 m²,4 Zi.4,"['Balkon/Terrasse', 'Garten', 'Keller', '+1']",995.000 €
"Wilmersdorf (Wilmersdorf), Berlin","44,61 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",299.000 €
"Wittenau (Reinickendorf), Berlin","36,05 m²",1 Zi.1,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",130.000 €
"Pankow (Pankow), Berlin","69,96 m²","2,5 Zi.2,5","['Einbauküche', 'Garten']",429.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin","41,36 m²",1 Zi.1,['Keller'],149.500 €
"Friedrichshain (Friedrichshain), Berlin",97 m²,3 Zi.3,"['Einbauküche', 'Aufzug']",520.000 €
"Wilhelmshavener Str. 62, Tiergarten (Tiergarten), Berlin",56 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller']",210.000 €
"Schönhauser Str. 18a__, Steglitz (Steglitz), Berlin","75,34 m²",3 Zi.3,"['Provisionsfrei*', 'Einbauküche', 'Keller']",392.530 €
"Habsburger Str. 8!, Schöneberg (Schöneberg), Berlin","170,45 m²",5 Zi.5,"['Balkon/Terrasse', 'Keller', 'Aufzug']",679.000 €
"Borussiastr. 76!, Tempelhof (Tempelhof), Berlin","86,37 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Garten', '+2']",216.462 €
"Charlottenburg (Charlottenburg), Berlin",54 m²,2 Zi.2,,220.000 €
"Wedellstraße 64, Lankwitz (Steglitz), Berlin",58 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",239.000 €
"Fechnerstraße 3, Wilmersdorf (Wilmersdorf), Berlin","69,01 m²",2 Zi.2,['Keller'],249.000 €
"Wilmersdorf (Wilmersdorf), Berlin",134 m²,4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",799.000 €
"Tempelhof (Tempelhof), Berlin",87 m²,3 Zi.3,"['Einbauküche', 'Keller', 'Aufzug']",535.000 €
"Corinthstr. 28a, Friedrichshain (Friedrichshain), Berlin","57,06 m²",2 Zi.2,"['Provisionsfrei*', 'Keller']",309.675 €
"Alt-Moabit 73A__, Tiergarten (Tiergarten), Berlin","48,59 m²",2 Zi.2,['Provisionsfrei*'],216.462 €
"Borussiastr. 76+, Tempelhof (Tempelhof), Berlin","86,37 m²",3 Zi.3,"['Balkon/Terrasse', 'Garten', 'Keller', '+1']",209.000 €
"Mitte (Mitte), Berlin","436,41 m²",11 Zi.11,"['Einbauküche', 'Keller', 'Gäste-WC', '+1']",4.400.000 €
"Neukölln (Neukölln), Berlin",85 m²,4 Zi.4,"['Keller', 'Aufzug']",330.000 €
"Charlottenburg (Charlottenburg), Berlin",113 m²,4 Zi.4,"['Balkon/Terrasse', 'Aufzug']",799.000 €
"Wedding (Wedding), Berlin","55,34 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller', 'Aufzug']",309.900 €
"Wedding (Wedding), Berlin","57,4 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",319.500 €
"Wedding (Wedding), Berlin","43,5 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller', 'Aufzug', '+1']",224.500 €
"Wedding (Wedding), Berlin","62,54 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller', 'Aufzug', '+1']",324.900 €
"Wedding (Wedding), Berlin","31,99 m²",1 Zi.1,"['Balkon/Terrasse', 'Keller', 'Aufzug']",165.000 €
"Wedding (Wedding), Berlin","59,27 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller', 'Aufzug']",299.900 €
"Wedding (Wedding), Berlin","46,06 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller', 'Aufzug']",239.500 €
"Wedding (Wedding), Berlin","74,86 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",385.000 €
"Wedding (Wedding), Berlin","100,86 m²",4 Zi.4,"['Balkon/Terrasse', 'Keller']",535.000 €
"Frohnau (Reinickendorf), Berlin","66,69 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",259.000 €
"Lichtenberg (Lichtenberg), Berlin",36 m²,1 Zi.1,"['Einbauküche', 'Keller']",149.000 €
"Koburger Str. 14, Schöneberg (Schöneberg), Berlin","133,8 m²",4 Zi.4,"['Einbauküche', 'Keller']",520.000 €
"Rheingaustraße 19, Friedenau (Schöneberg), Berlin","82,11 m²",3 Zi.3,['Balkon/Terrasse'],389.000 €
"Friedenau (Schöneberg), Berlin","44,97 m²",1 Zi.1,['Keller'],185.000 €
"Charlottenburg (Charlottenburg), Berlin","52,52 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",249.000 €
"Pankow (Pankow), Berlin",86 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",379.000 €
"Charlottenburg (Charlottenburg), Berlin",78 m²,4 Zi.4,['Gäste-WC'],269.000 €
"Salzwedeler Straße 2, Tiergarten (Tiergarten), Berlin","53,32 m²",2 Zi.2,['Keller'],250.000 €
"Charlottenburg (Charlottenburg), Berlin",60 m²,2 Zi.2,['Balkon/Terrasse'],260.000 €
"Schmargendorf (Wilmersdorf), Berlin",122 m²,4 Zi.4,,663.000 €
"Greifenhagener Straße 13, Prenzlauer Berg (Prenzlauer Berg), Berlin","42,49 m²",1 Zi.1,"['Einbauküche', 'Keller']",250.000 €
"Grunewald (Wilmersdorf), Berlin","143,66 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",1.180.000 €
"Charlottenburg (Charlottenburg), Berlin",48 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller']",312.000 €
"Neukölln (Neukölln), Berlin",56 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche']",298.000 €
"Neukölln (Neukölln), Berlin",63 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche']",335.000 €
"Reinickendorf (Reinickendorf), Berlin",85 m²,3 Zi.3,"['Balkon/Terrasse', 'Keller']",350.000 €
"Lutherstr. 3, Spandau (Spandau), Berlin","65,82 m²",2 Zi.2,,"132.310,50 €"
"Mitte (Mitte), Berlin",60 m²,2 Zi.2,['Aufzug'],420.000 €
"Wilmersdorf (Wilmersdorf), Berlin",42 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller']",270.000 €
"Bornholmer Straße 64, Prenzlauer Berg (Prenzlauer Berg), Berlin",80 m²,2 Zi.2,"['Einbauküche', 'Keller']",449.500 €
"Lichtenrade (Tempelhof), Berlin",53 m²,1 Zi.1,,149.000 €
"Wilmersdorf (Wilmersdorf), Berlin",71 m²,"2,5 Zi.2,5","['Balkon/Terrasse', 'Aufzug']",375.000 €
"Rochstraße 5, Mitte (Mitte), Berlin","150,75 m²",4 Zi.4,"['Balkon/Terrasse', 'Keller', 'Gäste-WC', '+1']",1.432.125 €
"Charlottenburg (Charlottenburg), Berlin",69 m²,3 Zi.3,['Balkon/Terrasse'],310.000 €
"Kniephofstraße 52, Steglitz (Steglitz), Berlin",37 m²,1 Zi.1,"['Balkon/Terrasse', 'Garten']",179.000 €
"Marienfelde (Tempelhof), Berlin","86,77 m²",3 Zi.3,,294.000 €
"Neukölln (Neukölln), Berlin",45 m²,"1,5 Zi.1,5","['Einbauküche', 'Keller']",230.000 €
"Köpenick (Köpenick), Berlin","81,4 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",320.000 €
"Kniephofstraße 52, Steglitz (Steglitz), Berlin","86,86 m²","3,5 Zi.3,5",['Balkon/Terrasse'],399.000 €
"Alt Moabit 73 A, Tiergarten (Tiergarten), Berlin",145 m²,6 Zi.6,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+3']",695.000 €
"Kniephofstraße 52, Steglitz (Steglitz), Berlin","87,69 m²","3,5 Zi.3,5",['Balkon/Terrasse'],469.000 €
"Alt Moabit 73 A, Tiergarten (Tiergarten), Berlin",50 m²,2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",279.000 €
"Alt Moabit 73 A, Tiergarten (Tiergarten), Berlin",124 m²,5 Zi.5,"['Provisionsfrei*', 'Balkon/Terrasse', 'Garten', '+1']",599.000 €
"Kniephofstr. 52, Steglitz (Steglitz), Berlin","87,94 m²","3,5 Zi.3,5","['Balkon/Terrasse', 'Keller']",449.000 €
"Douglasstraße 28, Grunewald (Wilmersdorf), Berlin","328,42 m²",6 Zi.6,"['Balkon/Terrasse', 'Garten', 'Keller', '+2']",3.454.780 €
"Holzmarketstr. 75, Mitte (Mitte), Berlin",77 m²,3 Zi.3,"['Einbauküche', 'Keller', 'Aufzug']",400.000 €
